"data","station","N_10","S_10","N_max","N_KS","S_KS","alpha_par","logk_par","AIC_par","BIC_par","alpha_exp","logk_exp","logb_exp","AIC_exp","BIC_exp"
"metaT",191,5961916,21556,116131,5262666,7429,1.60617626240446,2.58376987979783,105467.422723446,105481.249016524,1.33259923991619,2.50322965031813,-4.26327379618435,105455.785620314,105476.525059932
"metaT",193,7067608,24154,32112,5727160,9038,2.06846576639951,2.66324371072545,124529.35386205,124543.57224843,1.96365897793295,2.64208486521023,-4.62244899991021,124530.08621597,124551.41379554
"metaT",194,17869201,63614,24382,14350601,16160,2.41847794933079,2.95683031378511,237190.730350764,237206.110939428,1.58715290805512,2.80376700664061,-3.82931872002123,237163.628416088,237186.699299084
"metaT",196,35716767,40276,105706,34432512,23485,1.69733072361975,2.9682440769328,370819.827461547,370835.955695944,1.61047264959921,2.94516734712954,-5.17325172484857,370815.276726306,370839.469077902
"metaT",201,9413801,31693,30083,8376038,11540,1.59328084898198,2.61551985178289,165817.601480091,165832.308629171,0.781520359480135,2.33931394059942,-3.69451554095578,165701.008777703,165723.069501323
"metaT",205,79473220,167344,77471,57781511,18594,1.87707070641508,3.30988422692159,317006.529309692,317022.190498146,1.47306104236533,3.2131778232352,-4.67299251184724,316975.040379408,316998.532162089
"metaT",206,8053742,11082,40366,7244433,4610,1.79246261797755,2.99617796310121,72595.4294355232,72608.3014017952,1.64287011785835,2.95951060003694,-4.88537217450454,72595.1258450555,72614.4337944634
"metaT",208,281513,1394,12211,275755,1004,1.08512429603093,1.79450539909236,11995.5342551107,12005.3577497112,0.940800031773975,1.72427309581879,-4.17982439700168,11993.956263668,12008.6915055688
"metaT",209,11890127,17171,60887,10763898,6568,1.31295481434931,2.7558762429106,102924.589784795,102938.169714098,1.0654648783161,2.66252723090325,-4.63177990183313,102901.683792173,102922.053686127
"metaT",210,2754194,5096,42263,2532669,2047,1.83081587337225,2.92436306949025,31425.5989870536,31436.8472482249,1.72713900040073,2.89964588506813,-4.97778736507675,31427.0737305007,31443.9461222576
