"station","N_10","S_10","nmin","zeta","zeta_low","zeta_high","alpha","alpha_low","alpha_high","logk","logk_low","logk_high","logN_mean","logN_low","logN_high","KS","p_KS","CvM","p_CvM","data"
178,36227,926,10,0.166656033858431,0.150618456537594,0.192886302805254,0.471898241837233,0.283445707800665,0.799263258030865,0.872541417723112,0.41390527561345,1.20978613017507,4.5592117606675,4.4705413181889,4.73212499613906,1.00974011666786,0.91,891.11205730125,0.58175,"metaG"
180,195568,6316,10,0.463276506783247,0.462971793404778,0.463277174868445,0.786640789869195,0.785580462402401,0.786665683668965,-3.08281829303502,-3.08320525922118,-3.08149350434729,5.14694071899263,5.12560803841242,5.18402677835158,1.03997412096091,0.00025,6088.80258527228,0.00025,"metaG"
191,926572,29315,10,0.209761813850782,0.207726404109491,0.210063581056705,0.708525632880119,0.69618489022594,0.718680076723125,-0.812423751746153,-0.939921947709144,-0.703721780013945,5.84296273988982,5.82880290340968,5.86610038962161,1.02740382797468,0.00025,28191.8880918091,0.00025,"metaG"
193,1586986,29860,10,1.64976205063488,1.58308932485768,1.70049322270499,0.454563977259715,0.419895303835339,0.491052758651061,0.513666503904735,0.469036956947496,0.56304613961296,6.084764283388,6.05281301018369,6.15844957969023,1.01301063002433,0.00025,28749.3116558657,0.722,"metaG"
194,2998569,81956,10,1.49870776395949,1.46743730224496,1.52407572768974,0.801165153399686,0.769587075282423,0.834639463676533,0.773303133891949,0.752038172522594,0.79607916302351,6.40566076864006,6.39696828723676,6.41885355488671,1.01272209830345,0.00025,78600.5513867993,0.988,"metaG"
196,1981706,45518,10,0.463904865515227,0.455322362331735,0.470887457609383,0.592992025354946,0.562489100449746,0.627425038509834,0.693655536147801,0.644284364411891,0.742467896754973,6.17269608974179,6.15496121324272,6.20772745578314,1.01355213828637,0.00025,43549.2210262584,0.613,"metaG"
201,4474324,49991,10,0.203348143850519,0.195807207809244,0.212306984320687,2.37658291258386,2.23941735122963,2.53366906075865,2.56824284878913,2.54606175614842,2.59087973561006,6.62993444295776,6.62325321710866,6.63657008606431,1.03944402700249,0.00025,50034.1905383606,0.00025,"metaG"
205,30008432,238155,10,0.216695301574449,0.216260112069286,0.216730685316083,0.286562465451109,0.284581799260943,0.288219780529354,1.59039368908771,1.58474714712588,1.59620942030434,7.43047870445437,7.38820108845479,7.56094747958264,1.01127828255233,0.00025,234206.284599254,0.42325,"metaG"
206,617745,13893,10,0.212225215423324,0.212218102683274,0.212225233985876,0.284668815898604,0.284655590731525,0.284672365544794,-2.16380388354599,-2.16391558925274,-2.16361048828078,5.77754797406392,5.71120081609436,5.95659579896403,1.03195326392702,0.00025,13672.4244462088,0.00025,"metaG"
208,80414,2203,10,0.516702156725968,0.516657232882441,0.516702436382374,0.349622619583664,0.349547518294607,0.349626924641074,-3.44246718097199,-3.44262113767501,-3.44223476622185,4.90740365066589,4.82691648544735,5.10973593993109,1.07902903383731,0.00025,2213.46193307154,0.00025,"metaG"
209,1228740,22125,10,0.387273045959454,0.38561293623645,0.387273874078205,0.292218193078636,0.287710450487143,0.29545743752943,-1.78180223973791,-1.78435308024519,-1.77039255057295,5.97281103959875,5.91566356374514,6.11899583414396,1.04089253217508,0.00025,22015.3303640879,0.00025,"metaG"
210,454603,7513,10,0.465956257911832,0.459987167107498,0.46595962211508,0.154021289552438,0.143900159485616,0.163409641160983,-2.20560529191388,-2.21431360378483,-2.18328271546923,5.66383821448738,5.54554031657819,5.99527096698275,1.068819599245,0.00025,7648.37470256672,0.00025,"metaG"
7,62372,441,10,0.215660449899372,0.0764160222275798,0.821395285939454,0.237425919821748,-0.00380341382326981,0.808797712449523,1.92665713594543,1.55887199954304,2.32551924927381,4.88952196956699,4.69102553707949,5.31954268574064,1.02604207861065,0.35225,436.740358157727,0.463,"metaT"
11,19819,167,10,0.0779701334861994,0.0533304797947771,0.129549006900092,0.301895185939006,-0.0594224751211842,1.87863489340755,1.99819448740924,1.55228092103808,2.60093759758144,4.36475081940473,4.13459063827867,4.79032821629944,1.03207879550947,0.74675,166.398606544144,0.24975,"metaT"
18,48753,368,10,0.385703396698762,0.0780916858531052,1.85415214749765,0.417045076084684,0.0818844713596518,1.55417643823781,1.98682023531148,1.25685692348965,2.61189686105612,4.75048027030078,4.58994653068633,5.07224198225625,1.02075947477664,0.72125,364.698662834824,0.55325,"metaT"
22,38620,608,10,0.0530631833671571,0.0439446730103833,0.0761391952133575,0.994922805950009,0.56036914338792,2.13956838832558,2.00053781660552,1.77014553216809,2.31885910148724,4.58177958077807,4.50681609770892,4.68888812539254,1.02589919815934,0.21875,598.130119923669,0.46325,"metaT"
23,100433,618,10,0.396431197725309,0.120310195125173,1.62297752151146,0.0971192834575789,-0.0693721583300314,0.428897579693064,1.69488493812072,1.19763404812561,2.1058706613782,5.14475952031094,4.90272896510782,5.78695377963973,1.02303314022723,0.245,611.469194132971,0.55375,"metaT"
25,99952,792,10,0.12949056127086,0.109692694572758,0.157728789930252,0.442833074829723,0.21393021513959,0.939888926077188,2.09882701750232,1.92567536656701,2.33026360195802,5.04800885067052,4.92074131200583,5.31628698155063,1.02800478260704,0.0705,787.294911577485,0.1915,"metaT"
26,18044,587,10,0.163011589593025,0.138715756562474,0.207257678638935,0.768742385158286,0.43697775241633,1.4239754083912,1.07231628624771,0.613861848365382,1.43942278770731,4.27011344147128,4.20181891242951,4.38721447092303,1.01345736658094,0.854,563.899519577503,0.4875,"metaT"
30,59019,535,10,0.0423310338251574,0.0397512656990718,0.0520358285871844,0.195303691852692,0.0677624814047071,0.651421833570994,1.86063828388549,1.69126938779132,2.18154831395333,4.91641354921528,4.70978389660359,5.35699948414398,1.03011834082337,0.1475,533.914733425338,0.0625,"metaT"
36,53138,580,10,0.083826224686892,0.0766601755414968,0.0974145913546277,0.138991950334036,-0.0236923313403041,0.450135017992357,1.42571523082343,1.14356907960158,1.72364487500774,4.81894308158918,4.61511035504471,5.33047045009086,1.02024382724646,0.50225,574.337773485473,0.03625,"metaT"
38,57538,432,10,0.205258934473516,0.0647490541733503,0.570189130756526,1.56571762528181,0.718572329419688,6.54288265532861,2.63871905305802,2.18278281204163,3.30895430235729,4.76110187169891,4.67814378644024,4.86056318171006,1.01916247715028,0.75825,429.02516244951,0.52525,"metaT"
39,116885,640,10,0.779294589809547,0.337503138388032,1.71200955669636,0.379698617465402,0.138900932948185,0.945490022408766,1.91658732595328,1.48407302710073,2.39437370906607,5.11198504635331,4.96875930705068,5.40808101937608,1.01794939357327,0.50525,635.440826228525,0.7285,"metaT"
41,115205,325,10,0.265260008458621,0.0979566270629749,0.978485219005779,0.0122505690741337,-0.184861845614657,0.509116374056992,2.04711887703006,1.55711048011062,2.54253980855143,5.16094842181325,4.83004625229503,5.96979964804855,1.03027174826649,0.36075,322.665536781904,0.597,"metaT"
46,37556,423,10,2.49607037346133,0.0989591572306869,5.05050505050505,0.497386516819604,0.236455695449433,1.27891520012173,0.800713418157948,0.414562546404401,1.75783202385802,4.32968740132553,4.21542340288217,4.55123371132424,1.0327205026315,0.07975,416.677179414045,0.0175,"metaT"
51,16255,343,10,1.54617891204621,0.0777621987801102,5.05050505050505,0.634012601565938,0.312611649705077,1.91560541198152,1.1037282300213,0.510696562452247,2.01107077116844,4.23479556323399,4.12800728901627,4.42910236328784,1.02545529964603,0.419,335.196277016044,0.6755,"metaT"
52,35076,399,10,0.193974018919762,0.055181291024267,1.37849726433951,0.721139443901224,0.289967917972884,1.94030267609065,1.94722189777628,1.38758323772888,2.39232823357964,4.51393728262644,4.40848969667014,4.70151919932492,1.03165229865308,0.16575,394.911092344103,0.22875,"metaT"
64,186561,1900,10,1.08745446639219,0.547326914167917,2.14954652783712,0.552703293706935,0.371413227734841,0.858484584947738,1.59613702655813,1.26325612268519,1.92119525777759,5.28547933495119,5.20956594700579,5.4372510419791,1.00807337656596,0.82625,1879.01107552929,0.47975,"metaT"
65,196912,1094,10,0.0446709950100051,0.0437454508442848,0.0512352562039154,0.308122105148398,0.273288191352096,0.630887784188661,2.2930300800985,2.19724980444979,2.48048418747458,5.39405362960016,5.24122168860299,5.72825453101449,1.03423773958556,0.009,1104.43962517657,0.00525,"metaT"
66,1131535,1774,10,0.129702921515049,0.111646248118762,0.15736054065725,1.28133510937331,0.94251070439346,1.92121213633031,3.46713047658641,3.3743349579331,3.5907321968744,6.06770809546445,6.00733466032974,6.14581605327415,1.04167590976708,0.00025,1788.49223909434,0.036,"metaT"
67,165138,827,10,0.600868632605826,0.553832888914608,0.640181500985658,-0.0284720300932412,-0.0878816980744532,0.0437269096995622,-1.28548074829642,-2.05808744122739,-0.61548010725506,4.97477441176623,4.68150556733849,5.7360983654238,1.02772352270081,0.124,819.793928798367,0.03825,"metaT"
68,106815,484,10,0.109028198186198,0.0699593841149693,0.168177508674697,0.996825933949129,0.460426288401001,2.56595615118257,2.81281083935093,2.55877580851986,3.17490382420687,5.04996426652107,4.94507300984486,5.19820248895923,1.01958214780651,0.72575,481.389404285372,0.53725,"metaT"
70,82456,669,10,0.812407885732202,0.290464614167847,2.23483561184657,0.575302927670316,0.272745359791603,1.3185233629528,1.83142118868734,1.29366201234683,2.33256247884656,4.92720061285107,4.81912687490172,5.12348060851501,1.01682430344527,0.5365,662.744268250902,0.709,"metaT"
72,144734,488,10,0.118823576356885,0.105337683430925,0.142580353815523,0.0921730270717276,-0.088914181094754,0.490602613742321,2.17778992217486,1.95540005112813,2.44799716616887,5.23816242811016,4.97380717700255,5.81032311951506,1.0206779457424,0.64925,485.354792387732,0.39025,"metaT"
