station,N_10,S_10,nmin,alpha,alpha_low,alpha_high,beta,beta_low,beta_high,logk,logk_low,logk_high,logN_mean,logN_low,logN_high,KS,p_KS,CvM,p_CvM
7,54.4850083886559,441,0.0005371530886302,3.1638568084918504,0.0,0.0,0.22610253841241512,0.0,0.0,-1.8608555854481152,0.0,0.0,-inf,,,0.618454814703953,0.002,77.47724695078298,0.002
11,22.000834739568276,167,0.0044910179640718,1.1433216934635648,0.0,0.0,0.8095662018967749,0.0,0.0,-1.1060861032508795,0.0,0.0,-inf,,,0.15776856229519498,0.002,1.0361672919600493,0.002
18,54.74005997198652,368,0.0029612081729345,3.1673013033262287,0.0,0.0,0.0922257830548654,0.0,0.0,-1.919944709639599,0.0,0.0,-inf,,,0.5038823510378236,0.002,45.368770094882926,0.002
22,39.05912083197336,608,0.0009016319538364,2.189994900577561,0.0,0.0,1.0202653334865763,0.0,0.0,-1.5234167302125208,0.0,0.0,-inf,,,0.21282787284290125,0.002,14.217159628757281,0.002
23,88.52704005759442,618,0.001504244117331,6.666666666666667,0.0,0.0,0.057871283732712,0.0,0.0,-2.349564851457473,0.0,0.0,-inf,,,0.6740528771791074,0.002,125.69048294933255,0.002
25,86.12414804745819,792,0.0004859956516178,3.5590421294188204,0.0,0.0,0.5662503800419341,0.0,0.0,-1.729450174104704,0.0,0.0,-inf,,,0.5965150927050917,0.002,127.65773028447897,0.002
26,20.836994885446146,587,0.0012955045990413,5.230479063117356,0.0,0.0,1.0741889324743399,0.0,0.0,-2.134826048353447,0.0,0.0,-inf,,,0.5139656719634389,0.002,68.31629842035635,0.002
30,61.45637125458913,535,0.0039460703715882,6.666666666666667,0.0,0.0,0.1627469265814352,0.0,0.0,-2.3141610745902432,0.0,0.0,-inf,,,0.5110968960394127,0.002,65.19649533360872,0.002
36,68.25217846198704,580,0.0002844729492086,1.5696990819848318,0.0,0.0,0.46130808957823466,0.0,0.0,-1.510012181235866,0.0,0.0,-inf,,,0.25853423127246944,0.002,19.05070986650165,0.002
38,52.858144621804335,432,0.0053346265761396,3.1768882227368,0.0,0.0,0.676069717886506,0.0,0.0,-1.542852438562874,0.0,0.0,-inf,,,0.36221704195717097,0.002,29.672451646022026,0.002
39,152.24907872061897,640,0.000650547544183,1.5768580714904685,0.0,0.0,0.49334111083411214,0.0,0.0,-1.2160657668886365,0.0,0.0,-inf,,,0.2610176613147781,0.002,19.66777571751027,0.002
41,114.40980165987723,325,0.0008275576704251,2.394827340826399,0.0,0.0,-0.05132650465977884,0.0,0.0,-1.7702743264885425,0.0,0.0,-inf,,,0.5934930886078481,0.002,56.12742847226805,0.002
46,82.2450562059654,423,0.0004655011896141,2.4487863896586517,0.0,0.0,0.32310628874379166,0.0,0.0,-1.973002958178939,0.0,0.0,-inf,,,0.4962066458144414,0.002,50.125366946839286,0.002
51,15.661292263477188,343,0.0029417532849578,6.666666666666667,0.0,0.0,0.9735163469858261,0.0,0.0,-2.205615991901454,0.0,0.0,-inf,,,0.453632322078377,0.002,32.488357048394896,0.002
52,30.319119757088345,399,0.0005144221936432,2.8862325156316024,0.0,0.0,0.5860573518538481,0.0,0.0,-1.8298710040781558,0.0,0.0,-inf,,,0.5195461714737026,0.002,47.20788046534246,0.002
64,220.86100359806613,1900,0.0007175071750717,2.5374585197771466,0.0,0.0,0.49475356158821615,0.0,0.0,-1.6909298039478327,0.0,0.0,-inf,,,0.4547487215623075,0.002,196.7790998213979,0.002
65,171.49073247768985,1094,0.0005611386012345,2.078693458288467,0.0,0.0,-0.012353225916051369,0.0,0.0,-1.7613477193746663,0.0,0.0,-inf,,,0.5433256310272245,0.002,162.32244945530422,0.002
66,631.8909086034214,1774,0.0001837222120154,1.0794968651657297,0.0,0.0,1.012685333441489,0.0,0.0,-0.528776961175271,0.0,0.0,-inf,,,0.22837456491881797,0.002,58.29748927321246,0.002
67,96.08561323818357,827,0.0004833953690723,6.666666666666667,0.0,0.0,-0.12118591686348523,0.0,0.0,-3.045941964254893,0.0,0.0,-inf,,,0.6642303706439721,0.002,161.82311418158332,0.002
68,95.22825389241669,484,0.0005125051250512,1.3478924822898173,0.0,0.0,0.24564586068869354,0.0,0.0,-1.208998654175388,0.0,0.0,-inf,,,0.254009929794505,0.002,17.0007875991728,0.002
70,68.9168745362489,669,0.0002020944332169,2.398376451903293,0.0,0.0,0.9778932937550362,0.0,0.0,-1.403916832429622,0.0,0.0,-inf,,,0.3467675669904954,0.002,34.25550910709447,0.002
72,217.68501561114059,488,0.0005603182607721,2.2273252335367135,0.0,0.0,-0.05095983280285599,0.0,0.0,-1.6981948072672122,0.0,0.0,-inf,,,0.577955552421852,0.002,82.40273760271536,0.002
76,87.38290592562012,519,0.0007531254707034,1.8857814260207015,0.0,0.0,0.7055634051350264,0.0,0.0,-1.2514826802945735,0.0,0.0,-inf,,,0.2655117843489291,0.002,18.06791642864626,0.002
78,135.01493005191594,374,0.0035810205908684,2.911424457936127,0.0,0.0,-0.06083827607617276,0.0,0.0,-2.031670722231725,0.0,0.0,-inf,,,0.4647609339206741,0.002,41.615453677077355,0.002
80,1382.8826580359296,8077,0.0012678288431061,0.6268828614635621,0.0,0.0,1.2054763542426485,0.0,0.0,-0.4909675810390352,0.0,0.0,-inf,,,0.5916007190142641,0.002,1403.0709044528544,0.002
81,151.55796958384678,1005,0.0009026900162484,6.666666666666667,0.0,0.0,-0.3515244135123765,0.0,0.0,-3.1406570783946837,0.0,0.0,-inf,,,0.5572465375424924,0.002,161.71409845614977,0.002
82,290.3860398118336,1462,0.0012327922745017,2.2368602034573986,0.0,0.0,0.023657794384472686,0.0,0.0,-1.7488565860979062,0.0,0.0,-inf,,,0.5110463137297893,0.002,197.985902203111,0.002
84,10786.774963166552,41643,0.000482346131584,0.9440845881135823,0.0,0.0,1.233434750898943,0.0,0.0,-0.4856223299632802,0.0,0.0,-inf,,,0.40768493666328615,0.002,3833.5508230297746,0.002
85,14459.022298797798,31165,0.000728491294529,0.8508786099095702,0.0,0.0,1.5298739560210137,0.0,0.0,-0.10963774587863855,0.0,0.0,-inf,,,0.5916584852486877,0.002,5252.8826987978455,0.002
92,252.6329954220102,4780,0.0008348639171814,6.666666666666667,0.0,0.0,0.3549029230727032,0.0,0.0,-2.574728238631996,0.0,0.0,-inf,,,0.6285253334568726,0.002,855.5262360264076,0.002
98,69.07602641932121,304,0.0044642857142857,1.9270625952225202,0.0,0.0,0.21015048261876834,0.0,0.0,-1.386106758396481,0.0,0.0,-inf,,,0.35032421949006326,0.002,21.367501986219168,0.002
100,389.8274351531627,3782,0.0011429758935993,1.4397335835293577,0.0,0.0,1.2644757154523973,0.0,0.0,-1.0413774755499807,0.0,0.0,-inf,,,0.15207768413588252,0.002,50.14924284959501,0.002
102,430.10187284619076,1649,0.0005782644837182,1.333970600911252,0.0,0.0,0.20736450784872318,0.0,0.0,-1.2105811813881608,0.0,0.0,-inf,,,0.2681636643006351,0.002,66.46810452464675,0.002
109,97.32962160998719,1115,0.0002755833180231,3.5311736247517707,0.0,0.0,0.1863820779337837,0.0,0.0,-2.1294432658981566,0.0,0.0,-inf,,,0.669084028100308,0.002,221.02828197344581,0.002
110,62.56134631944926,593,0.0007228306046478,1.981516019012659,0.0,0.0,0.3953682264202081,0.0,0.0,-1.5837239992210512,0.0,0.0,-inf,,,0.3813013156436851,0.002,44.46073407008438,0.002
111,175.88568758859157,834,0.0003975568325562,2.994232765059034,0.0,0.0,0.2618865791784928,0.0,0.0,-1.871619941884559,0.0,0.0,-inf,,,0.5984995663993563,0.002,140.42688997086327,0.002
122,222.67176834337212,3076,0.0014546965918537,2.892666204675237,0.0,0.0,0.6017560255765484,0.0,0.0,-1.785693623074011,0.0,0.0,-inf,,,0.42331349229592496,0.002,279.12909083461335,0.002
123,989.4112094416269,8147,0.0003490722028293,2.161420588976943,0.0,0.0,0.3719108917589733,0.0,0.0,-1.646562847299063,0.0,0.0,-inf,,,0.4353140123845824,0.002,815.3658262568306,0.002
124,222.4927081855479,2463,0.001364594963404,1.3122136111448377,0.0,0.0,1.7588985684987328,0.0,0.0,-0.912921108441717,0.0,0.0,-inf,,,0.3654284787545714,0.002,192.48136525102387,0.002
125,206.73207861374595,2928,0.0008277522763187,2.3382182976270154,0.0,0.0,0.9616024116532857,0.0,0.0,-1.5089843021590976,0.0,0.0,-inf,,,0.27336332709797173,0.002,112.03034423911389,0.002
128,31.313175153302673,749,0.0006213258136978,1.7125572844950114,0.0,0.0,2.655133798053929,0.0,0.0,-1.1927782628951884,0.0,0.0,-inf,,,0.46001942355854797,0.002,81.16095999878688,0.002
131,182.6544880342874,415,0.0041968714231209,1.9983188021851257,0.0,0.0,0.23851310074661924,0.0,0.0,-1.4239053146423306,0.0,0.0,-inf,,,0.3861982820835131,0.002,30.874083271491237,0.002
132,76.66567424237627,620,0.0023197715917202,4.268478900581263,0.0,0.0,0.3118411966843395,0.0,0.0,-1.9199316800316257,0.0,0.0,-inf,,,0.5707699108974205,0.002,94.08535368821279,0.002
135,5.065596435024325,207,0.0005235053921055,3.923830944455658,0.0,0.0,1.3002232976649162,0.0,0.0,-2.1049127184132566,0.0,0.0,-inf,,,0.4517248540791722,0.002,18.23915612675282,0.002
136,120.81358164020824,787,0.0004655011896141,3.6593459666558044,0.0,0.0,0.2766033471873943,0.0,0.0,-1.7961334950895544,0.0,0.0,-inf,,,0.647814538950655,0.002,154.63758570773197,0.002
137,158.61852499763285,672,0.001401214385801,1.4490272012623466,0.0,0.0,0.43978512992754415,0.0,0.0,-1.078929668633901,0.0,0.0,-inf,,,0.21029352769236587,0.002,14.745780315631945,0.002
138,85.70545469129755,558,0.0048096192384769,3.2190951901811284,0.0,0.0,0.30202678183973264,0.0,0.0,-1.794688538182395,0.0,0.0,-inf,,,0.42864902985679837,0.002,49.64008191062989,0.002
142,49.05647195895521,506,0.0005125051250512,2.485492973780968,0.0,0.0,0.8403836673424927,0.0,0.0,-1.6720537916010525,0.0,0.0,-inf,,,0.38597612053979563,0.002,33.136532894311394,0.002
143,65.19766598816341,520,0.0009827247336298,3.616928016692717,0.0,0.0,0.49061349386625763,0.0,0.0,-1.7692150276521124,0.0,0.0,-inf,,,0.5828141906364381,0.002,81.23022238235127,0.002
144,22.10838743580463,579,0.0008267879288962,2.4569926459982443,0.0,0.0,1.5234365538111279,0.0,0.0,-1.6176873047640405,0.0,0.0,-inf,,,0.18569315604882392,0.002,6.2572099446686185,0.002
145,238.27090154951827,1761,0.0006325777543489,1.4425212528415514,0.0,0.0,0.3352862504743479,0.0,0.0,-1.4461514884060291,0.0,0.0,-inf,,,0.23295193929850944,0.002,56.632823564299734,0.002
146,82.34799465902199,666,0.0006138892441488,1.8458711198205482,0.0,0.0,0.491495467238507,0.0,0.0,-1.3863100402455388,0.0,0.0,-inf,,,0.3191949157260867,0.002,35.37179353167349,0.002
147,72.331813560975,602,0.0008534243652656,2.3374389733374334,0.0,0.0,0.644021871548969,0.0,0.0,-1.4267241689138195,0.0,0.0,-inf,,,0.37756312357344674,0.002,44.620642771708425,0.002
148,72.72364050449559,638,0.0007531254707034,2.2259244657047117,0.0,0.0,0.7263581326453239,0.0,0.0,-1.4003051593277809,0.0,0.0,-inf,,,0.3364528940984868,0.002,36.50383292590962,0.002
149,77.65007897502579,971,0.0006981444056586,1.3670170033814268,0.0,0.0,0.9122992731947068,0.0,0.0,-1.2922566349900075,0.0,0.0,-inf,,,0.05646377686846876,0.002,1.3196880239052244,0.002
150,82.77661460170219,727,0.0011246221972306,4.22198019383631,0.0,0.0,0.3630942715347676,0.0,0.0,-1.902895852031954,0.0,0.0,-inf,,,0.6289532454906063,0.002,129.0931937243926,0.002
151,103.44041492888083,516,0.0032855436081242,3.6843492540636253,0.0,0.0,0.011690027255127688,0.0,0.0,-1.9054640288564058,0.0,0.0,-inf,,,0.5515257815184117,0.002,77.40526667095456,0.002
152,427.79830672336186,1734,0.000362056480811,1.387523590966212,0.0,0.0,0.6551742006333843,0.0,0.0,-0.900888821358828,0.0,0.0,-inf,,,0.11541770885405789,0.002,6.306893435376112,0.002
155,18118.99862931667,45131,0.000724112961622,1.7057745683543193,0.0,0.0,0.5369535110921053,0.0,0.0,-0.8604644258015903,0.0,0.0,-inf,,,0.27009310695707583,0.002,1709.3579798178168,0.002
158,922.9860735134832,8855,0.0008221430528912,6.666666666666667,0.0,0.0,0.16032613705347054,0.0,0.0,-2.5357860155024308,0.0,0.0,-inf,,,0.668271541282125,0.002,1801.1059653153295,0.002
168,57.242651690183116,307,0.0022039377020276,6.666666666666667,0.0,0.0,-0.1021425994525963,0.0,0.0,-2.5984925163130104,0.0,0.0,-inf,,,0.57582305312301,0.002,47.09832531477142,0.002
173,8405.093507551208,84532,0.0009797198001371,5.175906756467608,0.0,0.0,0.16970965869308086,0.0,0.0,-2.2523193744180863,0.0,0.0,-inf,,,0.647468021745063,0.002,16537.044657528164,0.002
175,89267.99980870422,40702,0.0010137581462708,1.1427503817975662,0.0,0.0,0.46388479122356396,0.0,0.0,0.01327489735671637,0.0,0.0,-inf,,,0.056643831281811385,0.002,64.12928254644513,0.002
178,173.52367316691027,537,0.0010151302750519,3.980880722170001,0.0,0.0,-0.11456256255125474,0.0,0.0,-2.0804000919372134,0.0,0.0,-inf,,,0.6809850163063298,0.002,115.44317365772389,0.002
180,678.6999727829887,3172,0.000991571641051,6.666666666666667,0.0,0.0,-0.04963638165871287,0.0,0.0,-2.683363020624307,0.0,0.0,-inf,,,0.6589143959940662,0.002,621.7352762039945,0.002
188,44379.04639018655,137126,0.0005175447676223,2.044663951669597,0.0,0.0,0.06811653375147131,0.0,0.0,-1.437792850492008,0.0,0.0,-inf,,,0.5312526433028033,0.002,19604.011802431727,0.002
189,2602.313924106229,16657,0.0009004640853362,3.7768479033182087,0.0,0.0,0.6037825659000826,0.0,0.0,-1.5979940442898624,0.0,0.0,-inf,,,0.5950415510821366,0.002,2685.218989088899,0.002
191,4290.309990617283,21556,0.000628413979794,0.9159032068222492,0.0,0.0,0.17675773654383686,0.0,0.0,-1.1502962561016374,0.0,0.0,-inf,,,0.1587434695313945,0.002,162.64819474071754,0.002
193,4650.245511670575,24154,0.0009222256378727,2.6059524221247212,0.0,0.0,0.793270628101777,0.0,0.0,-1.24217401465693,0.0,0.0,-inf,,,0.4186622468968701,0.002,1983.0908712764522,0.002
194,11679.356514886073,63614,0.0011786135219115,1.0242446368865499,0.0,0.0,0.2906092291642126,0.0,0.0,-1.1067868484448775,0.0,0.0,-inf,,,0.13053599951184514,0.002,358.685352939415,0.002
196,23435.563652191813,40276,0.0007323081019905,1.1413791124612072,0.0,0.0,0.5213045569589883,0.0,0.0,-0.5669010495153923,0.0,0.0,-inf,,,0.0318065124738226,0.002,20.709908582926992,0.002
201,7347.4328082790435,31693,0.0007802137785753,2.982728591464579,0.0,0.0,-0.10829238358977333,0.0,0.0,-1.9212238389290912,0.0,0.0,-inf,,,0.6332788439618164,0.002,6290.356966566221,0.002
205,62695.43170360284,167344,0.0003706334743799,1.8872923667146966,0.0,0.0,-0.06081487113395345,0.0,0.0,-1.500232290171894,0.0,0.0,-inf,,,0.5483928293922447,0.002,25816.444135662827,0.002
206,5259.108429270815,11082,0.0011385984887692,0.948740399286436,0.0,0.0,0.9493785130280912,0.0,0.0,-0.3471979334797555,0.0,0.0,-inf,,,0.2925025784869186,0.002,548.1653242627701,0.002
208,211.94208859749938,1394,0.0010474494605635,6.666666666666667,0.0,0.0,-0.19690231424868343,0.0,0.0,-2.6643505180064335,0.0,0.0,-inf,,,0.6644339501758073,0.002,291.2499047390626,0.002
209,8435.964180557417,17171,0.0012402331638348,0.8922123483746782,0.0,0.0,0.5153151891719066,0.0,0.0,-0.55685061318101,0.0,0.0,-inf,,,0.16060782249254835,0.002,175.00644394211304,0.002
210,1477.7875906235927,5096,0.0016414970453053,0.6654115387794967,0.0,0.0,0.7531093433645286,0.0,0.0,-0.5067616176264054,0.0,0.0,-inf,,,0.403107333228896,0.002,438.07901518292084,0.002
